OBJECTID,longitude,latitude
3530,-114.0574201,51.11065453
3531,-114.063759,50.97956694
3532,-114.095669,50.97963093
3533,-114.1194448,51.07443033
3534,-113.9320407,51.08158414
3535,-114.0488706,51.00594531
3536,-113.9584713,51.05280824
3537,-114.0537044,50.98830455
3538,-113.9585139,51.03785548
3539,-113.9371154,51.12514924
3540,-114.1641758,51.00942043
3541,-114.1061254,51.04914811
3542,-113.9866163,50.8983209
3543,-113.9866163,50.8983209
3544,-114.1948952,51.12742036
3545,-114.1948952,51.12742036
3546,-114.1411891,51.08142083
3547,-114.1891715,51.08150342
3548,-114.0277381,51.14808404
3549,-114.071512,51.04961144
3550,-114.1049567,51.07427737
3551,-114.0741227,51.14844323
3552,-114.0558846,51.04216391
3553,-114.1567034,51.01840424
3554,-113.9619371,50.97964246
3555,-114.1178592,51.06676604
3556,-114.0158627,50.97291321
3557,-114.1801879,51.11203746
3558,-113.9587165,50.91830079
3559,-114.1194448,51.07443033
3560,-114.1184682,51.05721797
3561,-114.1641758,51.00942043
3562,-114.167809,51.1216654
3563,-114.0206426,51.01859728
3564,-114.083142,50.98778343
3565,-113.9292888,51.03788875
3566,-113.9861744,51.06871099
3567,-114.0077728,51.04240915
3568,-114.008612,51.0370351
3569,-114.0681173,50.96496016
3570,-114.1641523,51.05235822
3571,-114.0946923,51.02400253
3572,-114.0483323,50.9941984
3573,-114.11052,50.90640666
3574,-114.0364375,51.10007923
3575,-114.0021542,50.97101721
3576,-113.9473403,51.11068935
3577,-114.0476871,50.99427978
3578,-113.958475,51.09541677
3579,-114.1298511,51.06857151
3580,-114.0194287,51.04885242
3581,-114.126704,51.00121351
3582,-114.0701293,50.89811078
3583,-114.0821506,50.99431292
3584,-114.0144413,51.00867283
3585,-114.0339123,50.94834192
3586,-114.0949643,50.98814974
3587,-114.0653004,51.04845921
3588,-114.2095352,51.14702094
3589,-113.981651,51.03939539
3590,-113.9892191,51.06708562
3591,-113.9588122,51.01910329
3592,-114.0416286,51.04936411
3593,-114.1194861,51.02420995
3594,-114.1180334,51.07101017
3595,-113.9585037,51.07631643
3596,-113.9619371,50.97964246
3597,-114.0194287,51.04885242
3598,-114.0947425,51.04231472
3599,-114.0831897,50.99551276
3600,-113.9657387,50.93210534
3601,-114.1460208,51.00886118
3602,-114.0339123,50.94834192
3603,-113.9409172,51.12523932
3604,-114.1460208,51.00886118
3605,-114.0715086,51.09687918
3606,-114.0052562,51.01500137
3607,-114.152742,51.04882704
3608,-114.0735751,51.04963438
3609,-113.9831131,51.03792789
3610,-114.0646013,51.01575514
3611,-114.0039219,51.09289626
3612,-114.0523685,51.02934112
3613,-114.1823066,51.05240154
3614,-113.9765314,50.98951324
3615,-114.251664,51.0915648
3616,-114.0365102,50.89296784
3617,-114.0399425,51.136862
3618,-114.1127623,51.06738444
3619,-113.9377213,51.06711578
3620,-114.0285513,51.06737989
3621,-114.1653551,51.15199404
3622,-113.9788897,50.93198255
3623,-114.0133403,51.06230584
3624,-114.1185014,51.05249233
3625,-114.1178257,51.05150289
3626,-114.060367,51.04831937
3627,-114.0201706,51.04766451
3628,-114.0708778,51.16449612
3629,-113.9292702,50.97964024
3630,-113.9644497,51.01568382
3631,-114.1422454,51.11008861
3632,-114.0764217,51.0087171
3633,-114.1059956,51.15371159
3634,-114.1161811,51.07426414
3635,-114.0735887,51.11769211
3636,-113.9752953,51.11093308
3637,-113.9352191,51.09907762
3638,-114.0285513,51.06737989
3639,-114.1960232,51.12271366
3640,-114.1210366,51.00107263
3641,-114.2151472,51.14361468
3642,-113.946804,51.12205389
3643,-114.1175036,51.01594179
3644,-114.0331066,51.02932979
3645,-114.0285513,51.06737989
3646,-114.0603002,51.04925982
3647,-113.9948262,51.08118942
3648,-113.9892191,51.06708562
3649,-114.1184682,51.05721797
3650,-114.0285513,51.06737989
3651,-113.9350314,51.05964503
3652,-113.97471,50.89700619
3653,-114.0140245,51.0670368
3654,-113.9754628,50.90285515
3655,-114.0144823,51.04697184
3656,-114.0391731,50.99415666
3657,-114.1191422,51.0670855
3658,-114.0503355,51.05060185
3659,-114.0715452,50.9609936
3660,-114.1061254,51.04914811
3661,-113.9700122,51.03939307
3662,-113.9817247,51.15445999
3663,-113.9585009,51.06218696
3664,-114.0487589,51.01126794
3665,-114.1105199,50.90665477
3666,-114.0959605,51.06440315
3667,-114.0835722,51.10912783
3668,-113.9886584,51.08121344
3669,-113.9294816,50.94941476
3670,-114.1210366,51.00107263
3671,-114.0988302,51.17216861
3672,-114.2343138,51.13414215
3673,-114.0989911,50.99516808
3674,-114.0416286,51.04936411
3675,-114.0391731,50.99415666
3676,-114.0181677,51.04777727
3677,-114.0306118,50.9598573
3678,-114.1015958,50.99638926
3679,-114.1045755,50.99747238
3680,-114.0598072,51.03050882
3681,-113.9831131,51.03792789
3682,-114.0832685,50.99317639
3683,-114.0777843,51.05562725
3684,-114.1150333,51.04235064
3685,-114.0569118,50.99398108
3686,-114.2168487,51.06667575
3687,-114.0693934,51.15166737
3688,-113.9714612,51.12529379
3689,-114.167809,51.1216654
3690,-114.0128092,51.09289033
3691,-114.0625132,51.06970837
3692,-113.9657568,51.03782939
3693,-114.0070322,51.15088394
3694,-114.106298,51.07427663
3695,-114.1411527,51.0147458
3696,-114.0736784,51.04869551
3697,-114.0072421,51.04152941
3698,-114.0187852,51.04896862
3699,-114.0812688,51.05369344
3700,-114.0364375,51.10007923
3701,-114.0963534,51.14308694
3702,-114.0476725,50.99428169
3703,-114.0279431,51.06645573
3704,-114.0285513,51.06737989
3705,-114.0478139,51.09614752
3706,-113.958757,51.04517546
3707,-113.9633108,51.06710442
3708,-113.9633108,51.06710442
3709,-114.0416286,51.04936411
3710,-114.0717416,50.96436625
3711,-114.0688375,50.96097288
3712,-113.9990751,50.97791242
3713,-113.9709178,51.14726899
3714,-113.9840605,50.97956121
3715,-114.2413874,51.08855482
3716,-114.0524675,51.12743142
3717,-114.1647538,51.07307489
3718,-114.1191422,51.0670855
3719,-114.0285513,51.06737989
3720,-113.9633108,51.06710442
3721,-114.0360446,50.98511673
3722,-114.0339123,50.94834192
3723,-113.9385275,51.17579467
3724,-113.9377213,51.06711578
3725,-114.0717123,51.00132867
3726,-114.0076263,51.04220664
3727,-114.0140245,51.0670368
3728,-114.0586592,51.03783299
3729,-114.1542618,51.08816162
3730,-113.982311,51.06265406
3731,-114.0492329,51.11065336
3732,-114.0715556,51.1103317
3733,-113.9843501,50.97952383
3734,-114.1059956,51.15371159
3735,-113.9145652,51.09640203
3736,-114.1669112,51.0180695
3737,-114.0080788,51.04212909
3738,-113.981651,51.03939539
3739,-113.9471805,51.11419204
3740,-114.0740119,51.04363077
3741,-113.9658076,51.11068085
3742,-113.9372786,51.09616371
3743,-113.9714612,51.12529379
3744,-114.0717355,50.96508502
3745,-114.0736784,51.04869551
3746,-113.968795,50.93207784
3747,-114.0416286,51.04936411
3748,-114.1178257,51.05150289
3749,-113.9766611,51.02429261
3750,-114.1550557,51.11472703
3751,-114.0072425,51.04153011
3752,-113.9756239,50.9052257
3753,-114.0191331,51.05356272
3754,-113.9573773,51.05688784
3755,-114.1184682,51.05721797
3756,-114.2052681,51.14315832
3757,-113.9838955,51.09673967
3758,-114.0399425,51.136862
3759,-113.9215087,51.01571111
3760,-114.0179166,51.03743471
3761,-114.1703496,51.1518055
3762,-114.1983464,51.12425532
3763,-114.0369886,51.11058345
3764,-114.0178595,51.0496531
3765,-113.9565981,51.10314053
3766,-113.9821108,50.95052947
3767,-114.036222,50.97058949
3768,-114.036222,50.97058949
3769,-114.0603002,51.04925982
3770,-114.0963534,51.14308694
3771,-114.0053038,50.94674131
3772,-114.0889172,51.04214785
3773,-114.1838306,51.08740159
3774,-113.9791104,51.01506881
3775,-113.9749307,51.17580667
3776,-114.0279459,51.00593717
3777,-114.0701151,50.91292044
3778,-114.1040909,51.0444746
3779,-114.0194287,51.04885242
3780,-114.0817913,51.03781478
3781,-114.0625104,51.06637957
3782,-113.975407,51.09229549
3783,-114.1479345,51.1526995
3784,-114.0532603,51.01562234
3785,-114.0947425,51.04231472
3786,-113.9589539,51.08588774
3787,-114.0532136,51.04428277
3788,-114.1184682,51.05721797
3789,-114.048384,51.0203128
3790,-113.9297317,51.06703025
3791,-114.0492329,51.11065336
3792,-114.0668503,50.90402793
3793,-114.0838496,51.04390676
3794,-114.1570949,51.13883713
3795,-113.9292702,50.97964024
3796,-113.9749307,51.17580667
3797,-113.9749307,51.17580667
3798,-113.9351679,50.92871002
3799,-114.028484,51.00517539
3800,-113.9585,51.04094713
3801,-114.1979503,51.12662638
3802,-114.0085941,50.95028942
3803,-114.063759,50.97956694
3804,-114.0461546,51.12216566
3805,-113.9565981,51.10314053
3806,-114.1801879,51.11203746
3807,-113.9564398,51.05328498
3808,-114.0670764,51.15304962
3809,-113.9709178,51.14726899
3810,-114.0194287,51.04885242
3811,-114.0285513,51.06737989
3812,-114.0540535,51.09574257
3813,-114.0221926,51.05916358
3814,-114.008612,51.0370351
3815,-114.008612,51.0370351
3816,-114.065697,51.03705569
3817,-114.0198827,50.95243867
3818,-114.1015958,50.99638926
3819,-114.1201585,51.0086642
3820,-114.0996983,50.99571407
3821,-113.9816708,51.00876376
3822,-113.9297317,51.06703025
3823,-114.0836989,51.04613004
3824,-113.9589297,51.0815759
3825,-114.019831,51.00865868
3826,-114.1063502,51.06690536
3827,-114.1460208,51.00886118
3828,-114.1570949,51.13883713
3829,-114.0859755,50.95059162
3830,-113.9855565,51.07136833
3831,-114.1015958,50.99638926
3832,-114.0554981,50.89261533
3833,-114.0620393,50.94978322
3834,-114.0743467,51.03889499
3835,-114.0386067,50.93017261
3836,-114.008612,51.0370351
3837,-114.0039219,51.09289626
3838,-113.9866163,50.8983209
3839,-113.9812068,50.94762816
3840,-114.0270926,50.93190175
3841,-114.0330174,51.08155261
3842,-114.033294,51.08155363
3843,-114.095669,50.97963093
3844,-113.9892191,51.06708562
3845,-114.0627998,51.04838838
3846,-114.0126482,50.96350032
3847,-113.9790582,50.87973648
3848,-114.1231412,51.15424759
3849,-114.0391731,50.99415666
3850,-114.0140245,51.0670368
3851,-114.0134143,51.13943133
3852,-114.0027175,51.08155013
3853,-113.9788897,50.93198255
3854,-114.0561676,51.06684262
3855,-114.0583629,50.89931023
3856,-114.0715382,51.0696612
3857,-114.0625622,51.05201211
3858,-114.0194287,51.04885242
3859,-114.15442,51.09073177
3860,-114.072037,50.99442765
3861,-114.0105145,51.04441484
3862,-114.1178257,51.05150289
3863,-114.0715119,51.02969959
3864,-114.0351083,51.08141446
3865,-114.2575923,51.13878599
3866,-114.0329967,50.93111475
3867,-114.0016502,50.95647575
3868,-114.1209139,51.07711504
3869,-114.1166473,51.15684602
3870,-114.1271389,51.08221923
3871,-114.0026432,51.13967189
3872,-114.0715442,51.07323029
3873,-114.0674497,51.06700062
3874,-114.0102703,50.93341742
3875,-114.1194861,51.02420995
3876,-113.9589297,51.0815759
3877,-114.001033,50.9535893
3878,-113.9301102,51.01507228
3879,-114.0986652,50.9028134
3880,-114.0960372,51.06701777
3881,-114.1428725,51.10263897
3882,-114.0774517,51.1475708
3883,-114.0725232,50.97962257
3884,-114.0493125,51.01126842
3885,-113.9351351,51.10793923
3886,-114.0685831,51.03713706
3887,-114.0380323,51.08663649
3888,-114.0441396,50.94833144
3889,-114.2134838,51.15014257
3890,-114.1312306,51.16525651
3891,-113.9590553,51.00882578
3892,-114.1194861,51.02420995
3893,-113.9821108,50.95052947
3894,-114.0988302,51.17216861
3895,-114.0391731,50.99415666
3896,-114.0625238,51.07695037
3897,-113.9292702,50.97964024
3898,-114.0887064,51.04533065
3899,-114.1210366,51.00107263
3900,-114.0959388,51.04926486
3901,-114.0380323,51.08663649
3902,-114.11296,51.03821412
3903,-114.1298511,51.06857151
3904,-114.0770583,50.99460153
3905,-113.9819421,51.09120965
3906,-114.074057,51.00246221
3907,-114.0815914,51.04099774
3908,-114.095669,50.97963093
3909,-114.0844399,50.95309786
3910,-113.9699965,51.04516322
3911,-114.0130172,51.00650075
3912,-113.9297317,51.06703025
3913,-114.0211388,51.00877777
3914,-113.9866163,50.8983209
3915,-113.9815312,50.95793435
3916,-114.1354718,51.03780795
3917,-114.1542427,51.08831297
3918,-113.9821108,50.95052947
3919,-114.0194287,51.04885242
3920,-114.0835333,51.04897692
3921,-114.0569118,50.99398108
3922,-113.9355858,51.0864977
3923,-114.016781,50.89289679
3924,-114.0039219,51.09289626
3925,-114.2108685,51.05243933
3926,-114.07699,51.15923165
3927,-114.0343477,51.04125445
3928,-114.2134838,51.15014257
3929,-114.0259789,51.06596043
3930,-114.0383787,51.14158637
3931,-113.9073322,50.90643817
3932,-114.0761752,51.04782123
3933,-114.0380323,51.08663649
3934,-114.0878293,50.9944302
3935,-114.0855632,50.91753748
3936,-114.0677656,51.04852898
3937,-113.9992376,51.01506523
3938,-114.1624438,51.10815168
3939,-114.1545389,51.11513678
3940,-114.1210366,51.00107263
3941,-113.9585004,51.08588781
3942,-114.0493162,51.14632955
3943,-114.0603002,51.04925982
3944,-113.9581392,50.92547364
3945,-113.9350317,51.09661979
3946,-114.0126482,50.96350032
3947,-114.0553832,51.04916604
3948,-114.0656616,51.04339517
3949,-114.0020394,51.02026461
3950,-114.1131944,50.96920197
3951,-114.0611214,51.03783263
3952,-114.1305887,51.0814263
3953,-114.0887831,51.04404542
3954,-114.0537889,51.12746304
3955,-114.0293198,50.98665361
3956,-114.1160415,50.94637572
3957,-113.972002,51.07063367
3958,-114.0052562,51.01500137
3959,-114.0391731,50.99415666
3960,-114.0034269,51.01495914
3961,-114.0715326,51.09485533
3962,-114.0960372,51.06701777
3963,-114.0770583,50.99460153
3964,-114.1659241,51.10453231
3965,-114.0726269,50.89253854
3966,-114.0391731,50.99415666
3967,-114.1185014,51.05249233
3968,-114.1526799,51.08152828
3969,-114.0153985,51.17615171
3970,-113.9589539,51.08588774
3971,-114.03934,50.96560393
3972,-114.1077413,50.91117146
3973,-114.0478139,51.09614752
3974,-114.1643994,51.07527542
3975,-114.0697305,51.11833942
3976,-114.1322479,51.00393788
3977,-114.1001545,51.04556984
3978,-114.0610715,51.03851912
3979,-114.0718068,50.95501486
3980,-113.9355557,51.07262123
3981,-114.0478139,51.09614752
3982,-114.0077561,51.06701186
3983,-114.072037,50.99442765
3984,-114.1434047,51.04592682
3985,-114.0391731,50.99415666
3986,-113.9590314,50.98956079
3987,-114.0050841,51.0814244
3988,-113.9585004,51.08588781
3989,-114.0607287,51.04325536
3990,-114.0765293,51.0427672
3991,-113.9377213,51.06711578
3992,-114.0391731,50.99415666
3993,-114.0832588,50.99409938
3994,-114.1962675,51.01378545
3995,-114.1210366,51.00107263
3996,-114.0115833,51.09208167
3997,-114.0194287,51.04885242
3998,-114.1015958,50.99638926
3999,-114.0391731,50.99415666
4000,-114.1549456,51.0933886
4001,-114.1214657,51.16801996
4002,-114.036222,50.97058949
4003,-113.9815312,50.95793435
4004,-114.1177763,51.00019362
4005,-113.968795,50.93207784
4006,-114.1669112,51.0180695
4007,-113.9340648,51.12063738
4008,-114.0918104,51.05061625
4009,-114.0681173,50.96496016
4010,-113.9866163,50.8983209
4011,-114.0194287,51.04885242
4012,-114.0962515,50.98813665
4013,-114.0940658,50.89412761
4014,-114.1460208,51.00886118
4015,-114.069663,51.14223199
4016,-114.1028207,50.91758417
4017,-114.0716364,50.98962824
4018,-114.1641758,51.00942043
4019,-114.1005048,50.97229794
4020,-114.1210366,51.00107263
4021,-113.9820021,51.06842176
4022,-114.0534512,50.97988425
4023,-114.0770583,50.99460153
4024,-113.9584461,51.06002276
4025,-114.0130172,51.00650075
4026,-114.0946887,51.03323586
4027,-114.0391731,50.99415666
4028,-113.9073322,50.90643817
4029,-114.0027175,51.08155013
4030,-114.1570949,51.13883713
4031,-114.068369,51.0396682
4032,-113.9585139,51.03785548
4033,-114.0411176,51.10765863
4034,-113.931014,51.1101458
4035,-114.1412302,51.02214375
4036,-114.0734378,50.92679052
4037,-114.1544055,51.11521657
4038,-114.1180334,51.07101017
4039,-114.0554446,51.04820018
4040,-114.0349643,50.99583589
4041,-114.1823066,51.05240154
4042,-113.9585038,51.07400148
4043,-114.1194448,51.07443033
4044,-113.9565981,51.10314053
4045,-114.1020927,51.06701227
4046,-114.1412302,51.02214375
4047,-114.0115833,51.09208167
4048,-114.058114,51.0454021
4049,-114.0625154,51.06537308
4050,-113.975684,50.92012985
4051,-113.9564398,51.05328498
4052,-114.1210366,51.00107263
4053,-114.0481556,51.15387824
4054,-113.9823504,51.05701536
4055,-114.1052091,51.09254554
4056,-114.0345172,50.96717642
4057,-113.9301102,51.01507228
4058,-114.0739996,51.07053673
4059,-114.0373679,51.06128624
4060,-113.9586708,50.95059541
4061,-114.1422454,51.11008861
4062,-114.2114602,51.03337747
4063,-114.0717416,50.96436625
4064,-114.1527345,51.10019444
4065,-113.9511077,51.16524397
4066,-114.0946887,51.03323586
4067,-113.9837059,50.93157543
4068,-114.0859755,50.95059162
4069,-114.0770583,50.99460153
4070,-114.118044,51.00282501
4071,-114.2117581,51.11374657
4072,-114.0380323,51.08663649
4073,-113.9932714,51.06510194
4074,-114.1422454,51.11008861
4075,-114.0590809,50.95835086
4076,-113.9814928,51.07143258
4077,-113.9822672,51.07152176
4078,-113.9586708,50.95059541
4079,-113.9507534,51.09870561
4080,-113.9816828,51.03777591
4081,-113.9658076,51.11068085
4082,-114.0855588,51.06698495
4083,-114.0134131,51.13838585
4084,-114.1059956,51.15371159
4085,-114.0194287,51.04885242
4086,-114.0715141,51.05756636
4087,-114.1422454,51.11008861
4088,-114.0675198,50.93957999
4089,-114.0626242,51.05122681
4090,-114.1428725,51.10263897
4091,-113.9854089,50.99604319
4092,-113.9861744,51.06871099
4093,-113.9473403,51.11068935
4094,-114.0725232,50.97962257
4095,-113.9273217,51.10805996
4096,-114.1312306,51.16525651
4097,-114.1962675,51.01378545
4098,-114.1822669,51.1409707
4099,-114.1627391,51.07147321
4100,-114.0380323,51.08663649
4101,-113.9355648,51.06279532
4102,-114.0636199,51.03699708
4103,-114.1428725,51.10263897
4104,-114.0391731,50.99415666
4105,-114.0887064,51.04533065
4106,-114.1002025,51.0378301
4107,-114.0717071,50.9686323
4108,-113.9352191,51.09907762
4109,-113.9816108,51.03625176
4110,-114.1851461,51.13763497
4111,-114.1180334,51.07101017
4112,-114.1180334,51.07101017
4113,-114.1408451,50.94184872
4114,-113.9350849,51.15429959
4115,-114.1218191,51.08571316
4116,-114.0140245,51.0670368
4117,-114.0478139,51.09614752
4118,-114.0847609,50.9687309
4119,-114.048384,51.0203128
4120,-113.9884952,50.8976141
4121,-114.1649129,51.15318379
4122,-114.0635037,51.03858821
4123,-114.0286062,50.98995239
4124,-114.0008291,51.10206381
4125,-114.0007204,51.17590399
4126,-114.0232057,51.1511827
4127,-114.0484281,50.96398655
4128,-114.0810106,51.04953903
4129,-114.0714226,50.99416092
4130,-114.062523,50.94147216
4131,-114.2114015,51.0597028
4132,-114.0717781,50.95754816
4133,-114.1184682,51.05721797
4134,-114.026122,51.06647474
4135,-114.1823066,51.05240154
4136,-114.0443963,51.09581199
4137,-114.0285513,51.06737989
4138,-114.0739902,51.06699329
4139,-114.0789928,51.04377147
4140,-114.1063502,51.06690536
4141,-114.0406543,51.01602106
4142,-114.0704786,51.04480008
4143,-114.0716855,50.97951517
4144,-114.0380323,51.08663649
4145,-114.0625171,51.07244144
4146,-113.9355518,51.05964509
4147,-114.0717718,50.96102052
4148,-114.0478139,51.09614752
4149,-114.0306453,50.94877294
4150,-114.0018914,51.15419498
4151,-114.0940658,50.89412761
4152,-114.0158627,50.97291321
4153,-113.9409172,51.12523932
4154,-114.0858604,51.05196099
4155,-114.1194448,51.07443033
4156,-114.1015958,50.99638926
4157,-113.9589297,51.0815759
4158,-114.0281177,51.06740188
4159,-114.0285513,51.06737989
4160,-114.120805,51.0300531
4161,-114.0052562,51.01500137
4162,-114.1231412,51.15424759
4163,-114.0306453,50.94877294
4164,-113.9585037,51.07631643
4165,-114.0717123,51.00132867
4166,-114.1015958,50.99638926
4167,-114.0739847,50.91285157
4168,-114.0859592,51.05836258
4169,-113.9855097,51.08143153
4170,-114.0859755,50.95059162
4171,-114.0582717,51.04318131
4172,-113.9589419,51.06218574
4173,-113.9821108,50.95052947
4174,-113.9446747,50.89952351
4175,-113.9215598,51.13139585
4176,-114.0391731,50.99415666
4177,-114.0282218,51.0663618
4178,-114.06131,50.89260618
4179,-113.9801521,51.04098058
4180,-114.0745298,51.03782827
4181,-114.0963074,50.97230409
4182,-113.9961732,50.95096907
4183,-114.0625032,51.08150938
4184,-114.1062891,51.03405911
4185,-114.1531191,51.1704625
4186,-114.0706207,51.11944552
4187,-114.0715284,51.13432312
4188,-113.9821108,50.95052947
4189,-114.0715016,51.00871898
4190,-114.0154796,50.98913574
4191,-113.9619371,50.97964246
4192,-114.0770583,50.99460153
4193,-114.0715373,51.08151268
4194,-114.1647538,51.07307489
4195,-114.0586758,50.96399377
4196,-114.0952051,50.97041957
4197,-114.0212799,51.08142171
4198,-113.9819203,51.05952927
4199,-114.0678455,50.95492556
4200,-114.0788451,51.04504324
4201,-114.2108685,51.05243933
4202,-114.0285513,51.06737989
4203,-114.1962675,51.01378545
4204,-114.0636199,51.03699708
4205,-113.9588004,50.93156778
4206,-114.1356502,51.14745935
4207,-113.9737606,50.89424659
4208,-113.9209973,51.01535873
4209,-114.0831327,50.98601953
4210,-113.9351679,50.92871002
4211,-114.1649241,51.13761294
4212,-114.067833,51.04758558
4213,-113.9896056,51.0955654
4214,-114.0947445,51.05303038
4215,-114.0960372,51.06701777
4216,-113.9790582,50.87973648
4217,-114.0388951,51.08946054
4218,-113.9855097,51.08143153
4219,-114.161355,51.16811958
4220,-114.062412,51.05375032
4221,-114.1388214,51.01251965
4222,-114.0418218,51.11065394
4223,-114.1823066,51.05240154
4224,-114.0484281,50.96398655
4225,-113.9188951,51.17494347
4226,-113.9701322,50.99899459
4227,-114.071624,50.96495718
4228,-114.0283482,50.95528119
4229,-114.1544264,51.11522665
4230,-114.1150333,51.04235064
4231,-114.0859241,50.93958093
4232,-114.0285513,51.06737989
4233,-114.1265896,51.06848057
4234,-114.008612,51.0370351
4235,-114.0579083,51.04824969
4236,-114.1669112,51.0180695
4237,-114.0714788,51.04578781
4238,-114.1150333,51.04235064
4239,-113.9589577,50.98510264
4240,-114.1542427,51.08831297
4241,-114.1210366,51.00107263
4242,-114.0122477,51.08154538
4243,-113.9489534,50.91009689
4244,-114.1326665,51.03780973
4245,-114.0254222,51.03402862
4246,-114.106186,51.15340297
4247,-114.0323668,51.04824604
4248,-114.1194448,51.07443033
4249,-114.0782965,51.03781196
4250,-114.053049,51.05615506
4251,-114.039374,50.99395858
4252,-114.1155862,51.04864116
4253,-114.0194287,51.04885242
4254,-114.1654769,51.05336966
4255,-114.1295962,51.07444663
4256,-114.0581785,51.04447098
4257,-114.0194287,51.04885242
4258,-113.9591321,51.00376725
4259,-113.9819703,51.0553318
4260,-114.1210366,51.00107263
4261,-114.2113072,51.10986281
4262,-114.008612,51.0370351
4263,-114.0110698,50.95081444
4264,-114.0953016,51.1815484
4265,-114.0569118,50.99398108
4266,-113.9292702,50.97964024
4267,-114.0519138,51.05525872
4268,-113.9827369,50.98957393
4269,-114.1210101,50.95058213
4270,-114.1354739,51.04151478
4271,-113.9714612,51.12529379
4272,-113.9714612,51.12529379
4273,-114.0478139,51.09614752
4274,-114.0391731,50.99415666
4275,-114.072037,50.99442765
4276,-114.1184682,51.05721797
4277,-114.0378853,51.08639959
4278,-114.0250599,50.98869661
4279,-114.0687207,50.97224965
4280,-114.1799716,51.05995489
4281,-113.946804,51.12205389
4282,-114.0456838,51.05606475
4283,-114.0584767,51.04034561
4284,-114.0409687,51.03059207
4285,-114.1354718,51.03780795
4286,-114.018141,51.04921076
4287,-114.0478139,51.09614752
4288,-114.008612,51.0370351
4289,-114.0627855,51.01864706
4290,-114.1180544,51.06661239
4291,-114.0380323,51.08663649
4292,-114.1550557,51.11472703
4293,-114.0715106,51.09557532
4294,-114.0158627,50.97291321
4295,-114.0232057,51.1511827
4296,-114.0788451,51.04504324
4297,-114.1963844,51.12605925
4298,-114.1223355,51.06731872
4299,-113.9589582,50.95784607
4300,-113.9822378,51.07791037
4301,-113.9791104,51.01506881
4302,-114.0761147,51.17420936
4303,-114.0052562,51.01500137
4304,-114.1486374,51.06610437
4305,-114.2556504,51.09842084
4306,-114.0492329,51.11065336
4307,-114.0203749,51.04762642
4308,-114.0399866,51.14212509
4309,-114.1268298,51.0012266
4310,-113.9565981,51.10314053
4311,-114.1091946,50.89983266
4312,-114.1210366,51.00107263
4313,-113.9355533,51.05247349
4314,-114.1526799,51.08152828
4315,-114.0784686,50.956956
4316,-114.0179062,51.03776288
4317,-114.0018896,51.03595754
4318,-114.1439859,51.10322418
4319,-114.0715852,51.13982165
4320,-113.9823261,51.08154997
4321,-114.0971676,51.1445078
4322,-114.0520633,51.08497167
4323,-113.9467899,50.98509539
4324,-114.0251192,50.87779598
4325,-114.2138392,51.14975786
4326,-114.1411639,51.01776521
4327,-114.0323668,51.04824604
4328,-113.9302241,51.03788865
4329,-114.1205485,51.07669311
4330,-113.9609788,51.15837974
4331,-113.9586708,50.95059541
4332,-114.0562048,51.0659894
4333,-114.1536506,51.00877868
4334,-114.1962675,51.01378545
4335,-113.9586708,50.95059541
4336,-114.1801879,51.11203746
4337,-113.9657387,50.93210534
4338,-113.9589539,51.08588774
4339,-113.9786966,51.03784901
4340,-114.0395757,51.09347766
4341,-114.1411527,51.0147458
4342,-114.036222,50.97058949
4343,-114.0611858,51.03693623
4344,-113.9822672,51.07152176
4345,-113.9292888,51.03788875
4346,-114.0717416,50.96436625
4347,-114.1408565,51.00744541
4348,-113.9471805,51.11419204
4349,-114.036222,50.97058949
4350,-114.0492329,51.11065336
4351,-113.9699976,51.05290631
4352,-114.0528793,51.15429261
4353,-114.0586592,51.03783299
4354,-114.0528379,51.04937095
4355,-114.0350994,51.0404849
4356,-113.9589297,51.0815759
4357,-114.1410372,50.93625712
4358,-114.1248844,50.95195058
4359,-114.1486374,51.06610437
4360,-114.0785774,51.04883346
4361,-114.039873,50.98686543
4362,-114.0811176,51.04796215
4363,-114.0855588,51.06698495
4364,-114.0508316,50.98065339
4365,-114.0638068,51.00137981
4366,-114.0717071,50.9686323
4367,-114.0194287,51.04885242
4368,-114.0471715,51.11563975
4369,-114.0194287,51.04885242
4370,-114.0285513,51.06737989
4371,-114.0711457,51.04261499
4372,-114.0625972,51.03047149
4373,-113.9446747,50.89952351
4374,-114.0720444,50.98962801
4375,-113.9849337,51.0672987
4376,-114.0482639,51.09010677
4377,-114.0716029,51.09059193
4378,-114.0478139,51.09614752
4379,-113.9501258,51.12524604
4380,-113.9817424,51.11323774
4381,-114.1064084,51.13166478
4382,-113.9586708,50.95059541
4383,-114.083916,50.99462776
4384,-114.0451678,51.00525629
4385,-114.0583629,50.89931023
4386,-114.2173004,51.10453784
4387,-114.0301142,51.08153753
4388,-114.0215696,51.03782674
4389,-113.9685942,51.03784237
4390,-114.0900453,51.0378177
4391,-113.9714616,51.15421797
4392,-114.0391731,50.99415666
4393,-113.9785655,50.91651919
4394,-114.0598072,51.03050882
4395,-114.1647538,51.07307489
4396,-113.9589539,51.08588774
4397,-114.0785774,51.04883346
4398,-114.0947333,51.07427692
4399,-114.0776975,51.05583884
4400,-114.0185358,51.05184606
4401,-114.0153985,51.17615171
4402,-114.0153985,51.17615171
4403,-114.0478139,51.09614752
4404,-114.0492329,51.11065336
4405,-114.0492329,51.11065336
4406,-114.0492329,51.11065336
4407,-114.1654769,51.05336966
4408,-113.9467508,51.08490606
