OBJECTID,longitude,latitude
225,-113.9855565,51.07136833
226,-113.9855565,51.07136833
227,-114.2108685,51.05243933
228,-114.0314941,51.14348525
229,-114.0811276,50.99445711
230,-114.072037,50.99442765
231,-114.0569118,50.99398108
232,-114.0620393,50.94978322
233,-113.9377212,51.06711578
234,-114.1210366,51.00107263
235,-113.9585038,51.07400148
236,-114.0416286,51.04936411
237,-114.0717071,50.9686323
238,-114.1891763,51.08144193
239,-114.0540535,51.09574257
240,-114.1104565,51.05202115
241,-114.0761076,51.04876354
242,-114.0625118,51.06880004
243,-113.930121,51.12508712
244,-114.1411479,51.01240494
245,-113.997969,51.03781966
246,-114.036875,51.10620061
247,-113.9837043,50.93197098
248,-114.2171686,51.10472982
249,-114.0391731,50.99415666
250,-114.0391731,50.99415666
251,-113.9589577,50.98510261
252,-113.9815312,50.95793426
253,-114.0026632,51.04562799
254,-114.1535908,51.11700628
255,-114.0339723,51.08168313
256,-114.0600713,50.8926113
257,-114.1295463,51.03780505
258,-114.0243745,51.06649309
259,-114.0689324,50.93850248
260,-114.1092908,51.06686543
261,-114.1178338,51.06509989
262,-114.0584045,51.04128662
263,-114.0678977,51.00871868
264,-114.1364786,51.18348504
265,-114.2019826,51.11643172
266,-114.0949642,50.98837743
267,-114.008612,51.0370351
268,-114.1353364,51.05719244
269,-114.1015958,50.99638926
270,-113.9791104,51.01506881
271,-114.1184682,51.05721797
272,-114.0186755,51.04805969
273,-113.9585038,51.07400148
274,-114.0679558,50.97956829
275,-113.9932962,50.89677561
276,-113.9585039,51.07167451
277,-114.018692,51.00853527
278,-113.9925116,51.07660483
279,-114.1251999,51.03780691
280,-114.124522,51.06808633
281,-114.0770583,50.99460153
282,-113.9987836,50.98504693
283,-114.0522331,51.05107711
284,-113.9816708,51.00876376
285,-113.997969,51.03781966
286,-114.0263434,51.06454991
287,-114.0791297,50.89324904
288,-114.0285513,51.06737989
289,-114.0764003,50.93372173
290,-114.0946907,51.02319857
291,-114.0744486,50.91300714
292,-114.0831484,50.9795722
293,-114.0053038,50.94674131
294,-114.1894092,51.10347729
295,-114.0373382,51.01216275
296,-114.0355496,50.99316759
297,-114.0017854,51.07270587
298,-114.0058195,51.01384225
299,-114.0391731,50.99415666
300,-113.9866163,50.8983209
301,-114.0475426,51.11366761
302,-114.0544366,51.09612041
303,-114.0274768,50.95634663
304,-113.9786889,50.94275873
305,-114.023077,51.17610287
306,-114.0380323,51.08663649
307,-114.071693,50.97590718
308,-113.9664732,51.10840565
309,-113.9217233,51.0378099
310,-114.098134,51.04894108
311,-114.0975958,51.03783034
312,-114.1015958,50.99638926
313,-114.0452828,51.00146243
314,-114.0140245,51.0670368
315,-114.1526799,51.08152828
316,-114.0716777,50.99774634
317,-114.2110575,51.0667482
318,-114.1412112,51.0377927
319,-114.1242898,50.91873412
320,-114.0717123,51.00132867
321,-114.1492602,51.09873982
322,-114.1669112,51.0180695
323,-113.9818204,50.97962439
324,-114.008612,51.0370351
325,-114.0413929,50.9696661
326,-114.0190544,51.04776841
327,-114.0631611,51.04332428
328,-114.1210366,51.00107263
329,-114.0194287,51.04885242
330,-114.052734,51.05007434
331,-114.1527345,51.10019444
332,-113.9633108,51.06710442
333,-114.1891763,51.08144193
334,-113.9494721,50.91045763
335,-113.969896,51.06683723
336,-113.9200758,50.94745477
337,-114.0665874,50.90408895
338,-114.0191331,51.05356272
339,-114.1086709,51.04449246
340,-113.9785655,50.91651919
341,-114.0295231,50.98712092
342,-114.0132725,51.04526081
343,-114.1303013,51.0086825
344,-114.0717,50.9722511
345,-114.1460208,51.00886118
346,-114.0714392,50.97970345
347,-114.1654769,51.05336966
348,-114.1412302,51.02214375
349,-113.9590558,50.99903908
350,-113.9588004,50.93156778
351,-114.0488706,51.00594531
352,-114.0743654,51.05723096
353,-114.0301125,51.0200533
354,-114.0383787,51.14158637
355,-114.0122477,51.08154538
356,-114.1295962,51.07444663
357,-114.1322479,51.00393788
358,-114.0770583,50.99460153
359,-114.1891763,51.08144193
360,-113.9788897,50.93198255
361,-113.9297317,51.06703025
362,-114.0627326,51.04932875
363,-114.076051,51.04971127
364,-114.0591885,50.97224614
365,-114.0715397,51.0705587
366,-114.1498415,51.09859807
367,-113.9642138,51.12525247
368,-114.150085,51.14731622
369,-114.1201585,51.0086642
370,-114.0859212,51.05559558
371,-114.0591336,50.99392236
372,-114.0367552,51.03292428
373,-113.9633108,51.06710442
374,-113.9737606,50.89424659
375,-113.9821108,50.95052947
376,-114.0686808,50.93115909
377,-113.9589577,50.98510264
378,-114.0742798,51.03984916
379,-113.9633108,51.06710442
380,-113.9737606,50.89424659
381,-114.0717123,51.00132867
382,-114.1164254,50.99958218
383,-114.1164254,50.99958218
384,-113.9755127,50.90777037
385,-114.0026432,51.13967189
386,-114.0053038,50.94674131
387,-113.9866163,50.8983209
388,-113.9585037,51.07631643
389,-114.0306453,50.94877294
390,-114.0391731,50.99415666
391,-113.9990248,51.02314164
392,-113.9423111,50.88513822
393,-113.9686528,51.09614432
394,-114.0391731,50.99415666
395,-114.0472901,51.11265993
396,-114.09471,51.03782417
397,-113.9699965,51.04516322
398,-114.1046348,51.04661061
399,-114.0963534,51.14308694
400,-114.0128235,50.9776781
401,-114.1184682,51.05721797
402,-113.9589577,50.98510264
403,-113.9212722,50.98438105
404,-114.1554709,51.11875227
405,-114.1043435,51.04671541
406,-114.0364634,51.08407285
407,-114.0953959,50.99432187
408,-113.9355298,51.03786603
409,-114.056155,51.06711882
410,-114.0574201,51.11065453
411,-114.0963534,51.14308694
412,-114.0153985,51.17615171
413,-113.9292888,51.03788875
414,-114.1350209,51.15210642
415,-113.9372786,51.09616371
416,-114.0026632,51.04562799
417,-114.0948266,51.08298264
418,-113.9589577,50.98510261
419,-114.0831512,50.98445643
420,-114.1669112,51.0180695
421,-114.2002716,51.12053495
422,-114.0816563,51.04005566
423,-113.9819495,50.98515989
424,-113.9582433,51.01349669
425,-114.0391731,50.99415666
426,-114.0714809,51.04165899
427,-114.008612,51.0370351
428,-114.008612,51.0370351
429,-114.0268278,51.06683474
430,-114.0492872,51.00141914
431,-114.0203534,51.05563427
432,-114.0681658,51.00795673
433,-114.1428725,51.10263897
434,-114.008612,51.0370351
435,-113.9714612,51.12529379
436,-114.0490998,50.98442582
437,-113.9989635,50.97958416
438,-113.9633108,51.06710442
439,-114.1265896,51.06848057
440,-114.0582717,51.04318131
441,-113.9699965,51.04516322
442,-114.0658437,51.04054614
443,-114.1146567,51.04500891
444,-114.0197669,51.04794341
445,-113.9917756,51.04891092
446,-113.9912383,51.03864442
447,-114.0676465,50.99764501
448,-114.1624438,51.10815168
449,-113.9866336,51.03609224
450,-113.9700118,51.03768583
451,-114.008612,51.0370351
452,-114.0568164,51.11075034
453,-114.0525089,51.09135296
454,-114.1542427,51.08831297
455,-113.9866163,50.8983209
456,-114.0635148,50.90438817
457,-114.0400996,50.97903147
458,-113.9588004,50.93156778
459,-114.2316856,51.13251626
460,-114.0714806,51.04262449
461,-114.0011356,50.95659677
462,-114.2113748,51.04109164
463,-113.9351863,51.06699398
464,-114.0956348,51.06721896
465,-114.0366856,50.87695792
466,-114.0963534,51.14308694
467,-114.1527345,51.10019444
468,-114.1157988,50.99954737
469,-113.9350261,51.0661913
470,-114.2570537,51.14333215
471,-113.9912532,51.04920578
472,-113.9753222,50.93351656
473,-114.0293198,50.98665361
474,-114.0061759,51.03919507
475,-114.0425214,51.15434018
476,-114.1210366,51.00107263
477,-114.2573743,51.14286955
478,-114.0761974,51.00137132
479,-114.0722057,51.08738349
480,-114.1228328,51.08512028
481,-114.062412,51.05375032
482,-114.2494945,51.08876642
483,-114.1801879,51.11203746
484,-114.1665059,51.03928505
485,-114.1342381,51.12715895
486,-113.9892191,51.06708562
487,-113.9511077,51.16524397
488,-114.0586758,50.96399377
489,-114.076051,51.04971127
490,-113.935548,51.1014805
491,-113.9816497,51.04248621
492,-114.0194287,51.04885242
493,-113.9377213,51.06711578
494,-114.1194448,51.07443033
495,-114.0704438,50.92265533
496,-114.0344198,50.99524873
497,-114.2495032,51.08876594
498,-114.1210366,51.00107263
499,-113.9535406,51.06683092
500,-113.9292888,51.03788875
501,-114.0744484,50.91300712
502,-114.0179052,51.03762889
503,-113.9590284,50.96862539
504,-114.0946962,51.05251656
505,-114.0212843,51.05623476
506,-114.1281318,51.03780517
507,-114.0461546,51.12216557
508,-114.1703496,51.1518055
509,-114.0654119,51.04656537
510,-114.1659241,51.10453231
511,-114.0715119,51.02969959
512,-114.3097701,51.12139584
513,-114.1354405,51.03977287
514,-114.0794926,51.05476543
515,-113.8886603,51.03783791
516,-113.9576137,50.91639077
517,-114.0351032,51.08141444
518,-114.0345049,50.99688036
519,-114.0913164,50.99431983
520,-114.0280881,50.95528413
521,-114.0280881,50.95528413
522,-114.0240305,51.00837513
523,-114.0328066,50.96655609
524,-114.0811176,51.04796215
525,-114.0328204,50.96614787
526,-114.0134863,51.06755266
527,-113.9828492,50.945236
528,-114.0675688,50.91339876
529,-114.0052562,51.01500137
530,-114.008612,51.0370351
531,-114.0191331,51.05356272
532,-114.1298511,51.06857151
533,-114.0391731,50.99415666
534,-114.0365102,50.89296784
535,-114.0753733,50.95055537
536,-114.0544366,51.09612041
537,-114.0189805,51.00856619
538,-114.0097637,50.99966308
539,-113.9913274,50.89588338
540,-113.9840605,50.97956121
541,-114.0724042,50.9216073
542,-113.9589577,50.98510261
543,-113.9822672,51.07152176
544,-114.072037,50.99442765
545,-114.0391731,50.99415666
546,-114.1649241,51.13761294
547,-113.958757,51.04517546
548,-114.0638046,50.99384143
549,-114.2000649,51.12964329
550,-113.9372786,51.09616371
551,-114.1271389,51.08221923
552,-114.0813732,51.06698798
553,-114.036222,50.97058944
554,-114.0324861,51.0304481
555,-113.975314,50.9279394
556,-114.1156126,50.99992754
557,-114.0554486,51.04909104
558,-114.0391731,50.99415666
559,-113.9737606,50.89424659
560,-114.0053038,50.94674131
561,-114.0383787,51.14158637
562,-114.1191422,51.0670855
563,-114.2261768,51.10693895
564,-114.0455648,51.1307778
565,-114.0052562,51.01500129
566,-114.039107,50.99390383
567,-114.0339123,50.94834192
568,-114.1194447,51.07443031
569,-114.1411668,51.06008442
570,-114.1250638,51.08340935
571,-114.1536946,51.17589582
572,-114.1250638,51.08340935
573,-113.9886504,51.0778646
574,-114.105413,51.04563446
575,-114.095669,50.97963093
576,-114.0194287,51.04885242
577,-114.0492329,51.11065336
578,-114.0717122,51.00132864
579,-114.0569118,50.99398108
580,-113.9633108,51.06710442
581,-114.008612,51.0370351
582,-114.0194287,51.04885242
583,-114.0285513,51.06737989
584,-114.0285513,51.06737989
585,-114.0285513,51.06737989
586,-114.0687682,50.96863426
587,-114.0416285,51.04936411
588,-113.9788896,50.93198255
589,-114.0383787,51.14158637
590,-114.083916,50.99462776
591,-114.0269809,51.0687569
592,-113.9737606,50.89424659
593,-114.1322479,51.00393788
594,-114.0569118,50.99398108
595,-114.1665059,51.03928505
596,-114.0717122,51.00132864
597,-114.0561676,51.06684262
598,-114.0701087,51.05750028
599,-113.9816708,51.00876376
600,-113.9294816,50.94941476
601,-114.0053038,50.94674131
602,-114.0569118,50.99398108
603,-114.166911,51.0180695
604,-114.0071446,50.89419157
605,-114.042235,51.04938361
606,-113.9348312,51.06697083
607,-114.1005163,50.91088312
608,-114.1138062,51.04477095
609,-114.0696831,50.92955666
610,-114.0373381,51.01216274
611,-114.008612,51.0370351
612,-114.0560969,51.06880393
613,-114.0561676,51.06684262
614,-113.9736559,51.11188041
615,-113.9752954,51.11093301
616,-114.0095584,51.1759923
617,-113.9377212,51.06711578
618,-113.9706798,50.88861666
619,-113.9264907,51.09637406
620,-114.0073292,51.04010232
621,-114.0708778,51.16449612
622,-113.9297317,51.06703025
623,-114.0391731,50.99415666
624,-114.0665308,51.12552613
625,-114.2261768,51.10693895
626,-114.0717,50.9722511
627,-114.0725232,50.97962257
628,-114.0239527,50.84878534
629,-114.0339123,50.94834192
630,-114.0391731,50.99415666
631,-114.0762415,51.04688998
632,-114.0293042,50.9412091
633,-114.1649811,51.00898099
634,-114.0686808,50.93115909
635,-113.9433494,51.03791852
636,-114.0626242,51.05122672
637,-113.9769256,51.0524872
638,-114.0556563,51.12647914
639,-114.1479345,51.1526995
640,-114.072037,50.99442765
641,-114.1015958,50.99638926
642,-114.0306453,50.94877294
643,-113.9821108,50.95052947
644,-114.0678977,51.0087186
645,-113.9590283,50.9686254
646,-113.9590553,51.00882578
647,-114.0946923,51.02400253
648,-114.086651,51.03923708
649,-114.0947267,51.05889465
650,-113.9842942,50.96517232
651,-114.1063502,51.06690536
652,-114.1015958,50.99638926
653,-113.9829193,51.05213687
654,-114.0686808,50.93115909
655,-114.0714791,51.04768867
656,-114.01305,51.04583159
657,-114.1427523,51.09335409
658,-114.0017751,51.04749279
659,-114.0339123,50.94834192
660,-113.9582752,51.09872695
661,-114.1494827,51.06361476
662,-114.1801878,51.11203744
663,-114.1542426,51.08831297
664,-113.9565272,51.09969773
665,-114.0162296,50.97577531
666,-114.0938915,50.89220667
667,-113.9859094,50.94965429
668,-113.9585004,51.08588781
669,-114.0540535,51.09574257
670,-114.1410073,51.01045178
671,-114.1460208,51.00886118
672,-114.0440074,50.98687272
673,-114.1191422,51.0670855
674,-114.0625211,51.07516699
675,-114.0555424,51.12624412
676,-114.0569118,50.99398108
677,-113.9555355,50.95055262
678,-114.0053038,50.94674131
679,-114.0973444,50.95059074
680,-114.0391731,50.99415666
681,-114.1666348,51.12075895
682,-114.0391731,50.99415666
683,-114.1948952,51.12742036
684,-114.142591,51.03778684
685,-113.9714612,51.12529379
686,-114.1210366,51.00107263
687,-113.9442013,51.11131985
688,-114.1881555,51.03800401
689,-114.1654769,51.05336966
690,-113.9294816,50.94941476
691,-114.0717123,51.00132867
692,-113.9822691,51.0883926
693,-114.0285513,51.06737989
694,-114.0686003,51.00561229
695,-113.982311,51.06265406
696,-114.0960372,51.06701777
697,-114.083916,50.99462776
698,-114.0946869,51.04805515
699,-114.036222,50.97058949
700,-114.0630017,51.11066297
701,-113.9886584,51.08121344
702,-114.0425214,51.15434018
703,-113.9890729,51.06902711
704,-114.1527345,51.10019444
705,-114.0525089,51.09135296
706,-113.9647181,50.91630123
707,-114.0697305,51.11833942
708,-113.9301102,51.01507228
709,-114.0579758,51.04730627
710,-114.0052562,51.01500137
711,-114.0855588,51.06698495
712,-114.072037,50.99442765
713,-114.0837663,51.04518209
714,-114.0018768,51.00873218
715,-113.9591321,51.00376725
716,-114.0365102,50.89296784
717,-114.0391731,50.99415666
718,-114.0744094,50.89271949
719,-113.9829193,51.05213687
720,-113.9288996,51.15434793
721,-114.0153985,51.17615171
722,-114.0794926,51.05476543
723,-114.0973444,50.95059074
724,-114.0681931,51.04253125
725,-114.1178257,51.05150289
726,-113.9785655,50.91651919
727,-114.0383787,51.14158637
728,-114.0194287,51.04885242
729,-114.0248846,51.06735545
730,-114.0832264,50.99431271
731,-114.13454,51.01522511
732,-114.1150333,51.04235064
733,-114.0391731,50.99415666
734,-114.057073,50.998954
735,-114.0171461,51.05242348
736,-114.0132449,51.13752244
737,-114.0285513,51.06737989
738,-113.9351349,51.1106969
739,-114.0741466,51.04173375
740,-114.0715976,51.06683751
741,-114.0483315,51.0668828
742,-114.083916,50.99462776
743,-114.0191457,51.00858406
744,-114.0185928,51.04850482
745,-114.0916889,51.03782209
746,-114.0365102,50.89296784
747,-114.0959605,51.06440315
748,-114.0624337,51.08874047
749,-114.0194287,51.04885242
750,-114.1527345,51.10019444
751,-114.0717071,50.9686323
752,-114.0678977,51.00871868
753,-114.0947677,51.09215888
754,-113.9294816,50.94941476
755,-113.9699965,51.04516322
756,-114.0698871,50.93157707
757,-113.9297317,51.06703025
758,-114.001642,51.13421423
759,-113.9584461,51.06002276
760,-114.0715248,51.12486569
761,-114.0336955,50.99763934
762,-113.9816828,51.03777591
763,-114.2090285,51.08350439
764,-113.958475,51.09541677
765,-114.0487589,51.01126794
766,-114.1210366,51.00107263
767,-114.0862254,51.04525151
768,-114.1175457,51.07100985
769,-114.1282405,51.07442607
770,-114.0527914,51.11052426
771,-113.9564398,51.05328498
772,-114.1059956,51.15371159
773,-114.0717781,50.95754816
774,-114.140277,50.90663189
775,-113.9372786,51.09616371
776,-114.0495354,51.1512152
777,-113.9584903,51.12489835
778,-114.11806,50.95236256
779,-113.9810771,51.1251579
780,-114.1059956,51.15371159
781,-114.036222,50.97058949
782,-114.165351,51.12699093
783,-114.0508316,50.98065339
784,-113.9700012,51.04093699
785,-114.0391731,50.99415666
786,-114.0179166,51.03743471
787,-114.1210366,51.00107263
788,-114.0561996,51.07153064
789,-114.0280522,51.15432718
790,-114.083916,50.99462776
791,-114.0467269,51.11504352
792,-114.0963534,51.14308694
793,-114.0714402,50.9793347
794,-114.0897977,51.07052753
795,-114.1016376,51.04439956
796,-113.9892191,51.06708562
797,-114.0523685,51.02934112
798,-113.9351888,50.97964412
799,-114.0658667,50.90946489
800,-114.0555424,51.12624412
801,-114.0334946,51.09578962
802,-114.0717781,50.95754816
803,-114.0963074,50.97230409
804,-114.2167285,51.08536929
805,-114.1184682,51.05721797
806,-114.1183814,50.97227025
807,-114.1411228,51.03968542
808,-114.071693,50.97590718
809,-114.0049306,51.01432279
810,-114.0271029,50.93223067
811,-114.0607967,51.04230278
812,-114.0697305,51.11833942
813,-114.0855588,51.06698495
814,-114.036222,50.97058949
815,-114.0391731,50.99415666
816,-114.0735751,51.04963438
817,-114.0194287,51.04885242
818,-114.1528167,51.03780283
819,-113.9582569,51.09983295
820,-114.0484281,50.96398655
821,-114.0052562,51.01500137
822,-114.1001525,50.91396418
823,-114.0947109,51.03946417
824,-114.1385741,51.12493735
825,-114.0522331,51.05107711
826,-114.02852,51.15437982
827,-114.0579758,51.04730627
828,-113.9351888,50.97964412
829,-114.2573743,51.14286955
830,-114.0442113,50.98721743
831,-114.0694978,50.93945486
832,-114.0625622,51.05201211
833,-114.0397078,51.0916828
834,-114.0194287,51.04885242
835,-114.2032409,51.11968379
836,-114.0584045,51.04128662
837,-114.0380323,51.08663649
838,-114.0716855,50.97951517
839,-114.0441396,50.94833144
840,-114.0086963,50.89409033
841,-114.0655699,51.04468049
842,-114.0260168,51.08152419
843,-114.1411476,51.01244891
844,-114.1178357,51.07101002
845,-114.0441396,50.94833144
846,-114.0842554,51.03781664
847,-114.0492329,51.11065336
848,-113.9788897,50.93198255
849,-113.9892191,51.06708562
850,-114.1184682,51.05721797
851,-114.0331066,51.02932979
852,-114.2343138,51.13414215
853,-113.9714612,51.12529379
854,-114.0134143,51.13943133
855,-114.0285513,51.06737989
856,-113.9816497,51.04248621
857,-113.9823504,51.05701536
858,-114.1439859,51.10322418
859,-114.1411717,51.18864598
860,-113.9351049,51.13965376
861,-113.9585075,51.06817913
862,-114.1881555,51.03800401
863,-113.9473403,51.11068935
864,-114.0032209,51.03602444
865,-114.1486374,51.06610437
866,-114.0285513,51.06737989
867,-114.0179166,51.03743471
868,-113.997768,51.0887029
869,-114.0653002,50.90297119
870,-114.0751331,50.9214025
871,-113.9749307,51.17580667
872,-113.9201415,51.07286237
873,-114.1201585,51.0086642
874,-114.1876537,51.0476426
875,-114.0578415,51.04919005
876,-114.0676465,50.99764501
877,-114.1547819,51.10477952
878,-114.0714789,51.04863395
879,-114.0714808,51.04165906
880,-114.0717828,50.95552532
881,-114.0950762,51.04561272
882,-113.9866163,50.8983209
883,-114.1261788,51.14200803
884,-113.9372786,51.09616371
885,-114.0194287,51.04885242
886,-114.0602955,51.03849795
887,-114.1994449,51.0596749
888,-114.0285513,51.06737989
889,-113.9886923,51.07580832
890,-114.0353848,50.9859457
891,-114.1410372,50.93625712
892,-114.0110698,50.95081444
893,-114.0523685,51.02934112
894,-114.0523685,51.02934112
895,-114.0523685,51.02934112
896,-114.1876799,51.02324905
897,-114.0629495,51.04621233
898,-114.0483315,51.0668828
899,-113.9297317,51.06703025
900,-113.9815312,50.95793435
901,-114.0962515,50.98813665
902,-113.9584724,51.09615553
903,-114.0441396,50.94833144
904,-113.9820952,51.05222162
905,-114.0153985,51.17615171
906,-114.1201585,51.0086642
907,-113.9715501,51.16544656
908,-114.0380323,51.08663649
909,-114.0018768,51.00873218
910,-114.0018768,51.00873218
911,-114.1184861,50.94129806
912,-114.0694978,50.93945486
913,-113.981888,51.05225369
914,-114.0489843,50.9942578
915,-113.9590314,50.98956079
916,-114.0718641,50.95054799
917,-114.052899,50.98608417
918,-114.0533986,50.99243034
919,-114.0718574,50.98598082
920,-114.0391731,50.99415666
921,-114.0365102,50.89296784
922,-113.9892191,51.06708562
923,-113.9705025,50.87940207
924,-114.0635148,50.90438817
925,-114.1210366,51.00107263
926,-113.9301102,51.01507228
927,-114.0569118,50.99398108
928,-114.0008129,51.02387749
929,-114.0008129,51.02387749
930,-113.9580202,50.91626297
931,-114.0478139,51.09614752
932,-113.9765323,50.98510203
933,-113.9824059,50.97232845
934,-113.9832426,51.13986746
935,-114.0580422,51.04637499
936,-114.0616875,50.91491829
